StockPrice,Strike,LastPrice,Maturity
228.47,85.0,145.35,1.589041
228.47,90.0,137.0,1.589041
228.47,95.0,130.54,1.589041
228.47,100.0,131.56,1.589041
228.47,105.0,129.7,1.589041
228.47,110.0,125.15,1.589041
228.47,115.0,116.0,1.589041
228.47,120.0,116.12,1.589041
228.47,125.0,111.95,1.589041
228.47,130.0,107.07,1.589041
228.47,135.0,99.32,1.589041
228.47,140.0,93.65,1.589041
228.47,145.0,90.0,1.589041
228.47,150.0,89.18,1.589041
228.47,155.0,83.12,1.589041
228.47,160.0,82.03,1.589041
228.47,165.0,75.25,1.589041
228.47,170.0,72.5,1.589041
228.47,175.0,66.43,1.589041
228.47,180.0,63.4,1.589041
228.47,185.0,60.55,1.589041
228.47,190.0,55.65,1.589041
228.47,195.0,54.01,1.589041
228.47,200.0,49.78,1.589041
228.47,205.0,45.75,1.589041
228.47,210.0,42.88,1.589041
228.47,215.0,40.99,1.589041
228.47,220.0,36.51,1.589041
228.47,225.0,36.55,1.589041
228.47,230.0,33.46,1.589041
228.47,235.0,28.1,1.589041
228.47,240.0,28.74,1.589041
228.47,245.0,25.06,1.589041
228.47,250.0,23.5,1.589041
228.47,255.0,21.06,1.589041
228.47,260.0,20.37,1.589041
228.47,265.0,17.17,1.589041
228.47,270.0,16.02,1.589041
228.47,275.0,14.61,1.589041
228.47,280.0,12.1,1.589041
228.47,285.0,11.55,1.589041
228.47,290.0,10.65,1.589041
228.47,300.0,8.15,1.589041
228.47,310.0,7.0,1.589041
228.47,320.0,6.1,1.589041
228.47,330.0,4.45,1.589041
228.47,340.0,3.7,1.589041
228.47,350.0,3.4,1.589041
228.47,5.0,216.75,2.090411
228.47,10.0,210.11,2.090411
228.47,15.0,216.69,2.090411
228.47,20.0,202.0,2.090411
228.47,30.0,192.1,2.090411
228.47,35.0,189.82,2.090411
228.47,40.0,187.27,2.090411
228.47,45.0,178.9,2.090411
228.47,50.0,177.0,2.090411
228.47,60.0,169.68,2.090411
228.47,70.0,160.95,2.090411
228.47,80.0,149.65,2.090411
228.47,85.0,152.0,2.090411
228.47,90.0,140.25,2.090411
228.47,95.0,146.01,2.090411
228.47,100.0,132.6,2.090411
228.47,105.0,126.05,2.090411
228.47,110.0,125.6,2.090411
228.47,115.0,122.0,2.090411
228.47,120.0,114.65,2.090411
228.47,125.0,113.53,2.090411
228.47,130.0,105.22,2.090411
228.47,135.0,103.55,2.090411
228.47,140.0,98.0,2.090411
228.47,145.0,91.18,2.090411
228.47,150.0,93.0,2.090411
228.47,155.0,88.4,2.090411
228.47,160.0,81.15,2.090411
228.47,165.0,78.73,2.090411
228.47,170.0,74.05,2.090411
228.47,175.0,72.5,2.090411
228.47,180.0,70.75,2.090411
228.47,185.0,64.05,2.090411
228.47,190.0,60.45,2.090411
228.47,195.0,57.1,2.090411
228.47,200.0,56.55,2.090411
228.47,210.0,48.69,2.090411
228.47,220.0,42.53,2.090411
228.47,230.0,39.2,2.090411
228.47,240.0,34.54,2.090411
228.47,250.0,29.95,2.090411
228.47,260.0,26.1,2.090411
228.47,270.0,22.52,2.090411
228.47,280.0,18.0,2.090411
228.47,290.0,16.07,2.090411
228.47,300.0,14.17,2.090411
228.47,310.0,10.9,2.090411
228.47,320.0,9.25,2.090411
228.47,330.0,8.6,2.090411
228.47,340.0,7.1,2.090411
228.47,350.0,6.24,2.090411
228.47,360.0,4.5,2.090411
228.47,370.0,4.15,2.090411
228.47,380.0,3.4,2.090411
228.47,390.0,4.4,2.090411
228.47,400.0,2.7,2.090411
228.47,410.0,2.18,2.090411
228.47,420.0,2.55,2.090411
228.47,430.0,1.67,2.090411
228.47,440.0,2.2,2.090411
228.47,450.0,1.35,2.090411
228.47,5.0,222.76,2.167123
228.47,10.0,217.7,2.167123
228.47,15.0,213.85,2.167123
228.47,30.0,206.22,2.167123
228.47,35.0,187.8,2.167123
228.47,40.0,187.08,2.167123
228.47,45.0,184.0,2.167123
228.47,50.0,185.6,2.167123
228.47,60.0,167.5,2.167123
228.47,70.0,158.18,2.167123
228.47,80.0,149.28,2.167123
228.47,85.0,144.4,2.167123
228.47,100.0,135.0,2.167123
228.47,105.0,131.26,2.167123
228.47,110.0,127.7,2.167123
228.47,115.0,124.05,2.167123
228.47,120.0,115.11,2.167123
228.47,125.0,114.5,2.167123
228.47,130.0,104.73,2.167123
228.47,135.0,103.52,2.167123
228.47,140.0,98.52,2.167123
228.47,145.0,94.97,2.167123
228.47,150.0,91.8,2.167123
228.47,155.0,87.75,2.167123
228.47,160.0,84.28,2.167123
228.47,165.0,79.85,2.167123
228.47,170.0,76.9,2.167123
228.47,175.0,70.85,2.167123
228.47,180.0,68.55,2.167123
228.47,185.0,66.9,2.167123
228.47,190.0,62.6,2.167123
228.47,195.0,57.87,2.167123
228.47,200.0,57.95,2.167123
228.47,210.0,51.4,2.167123
228.47,220.0,45.85,2.167123
228.47,230.0,39.2,2.167123
228.47,240.0,34.3,2.167123
228.47,250.0,30.95,2.167123
228.47,260.0,26.5,2.167123
228.47,270.0,23.3,2.167123
228.47,280.0,19.85,2.167123
228.47,290.0,16.95,2.167123
228.47,300.0,14.85,2.167123
228.47,310.0,11.71,2.167123
228.47,320.0,10.14,2.167123
228.47,330.0,8.88,2.167123
228.47,340.0,7.7,2.167123
228.47,350.0,6.6,2.167123
228.47,360.0,5.75,2.167123
228.47,370.0,4.45,2.167123
228.47,380.0,3.75,2.167123
228.47,390.0,3.2,2.167123
228.47,400.0,3.03,2.167123
228.47,410.0,2.51,2.167123
228.47,420.0,2.22,2.167123
228.47,430.0,1.75,2.167123
228.47,440.0,1.6,2.167123
228.47,450.0,1.66,2.167123
